name,title,coords
Парк д. Северобайкальск,Historic Site,"44.1324, -153.314"
Square of West Jacob,Mountain Peak,"43.4457, -42.2064"
Парк ст. Усть-Катав,Public Park,"-6.105, 43.8704"
Озеро клх Екатеринбург,Museum,"-13.3201, 27.9009"
Музей г. Терней,Достопримечательность,"12.6072, 26.357"
Музей с. Сибай,Пляж,"44.5356, -35.6956"
Castle of South Shawnfurt,Museum,"10.9391, -158.8839"
Bridge of Maldonadoburgh,Mountain Peak,"-30.1042, 85.1605"
Замок с. Дзержинск,Достопримечательность,"54.904, -47.9884"
Castle of West Tammy,Храм,"12.2754, 118.7584"
Castle of Rossmouth,Достопримечательность,"62.5315, 44.765"
Lake of Port Natalie,Nature Reserve,"-10.9461, 64.9439"
Площадь к. Мураши,Достопримечательность,"-6.3604, 112.8086"
Площадь д. Дзержинск,Famous Intersection,"-51.6609, -108.225"
Bridge of New Tyler,Historic Site,"15.9638, -65.805"
Площадь клх Домбай,Музей,"-51.1381, 39.2083"
Castle of Port Paigeview,Достопримечательность,"3.5947, 60.4282"
Square of Lake Crystalbury,Mountain Peak,"-20.2939, 64.1177"
Гора ст. Тура,Храм,"-64.3646, 82.9844"
Bridge of Cookchester,Public Park,"27.3776, 77.3329"
Lake of Kathryntown,Горнолыжный курорт,"10.6643, 96.6174"
Замок ст. Агата,Исторический район,"54.0843, -16.4789"
Castle of Davidbury,Достопримечательность,"58.4626, 136.2135"
Lake of Thomastown,Музей,"32.7921, 58.5514"
Castle of Ambertown,Public Park,"-45.4896, -11.9702"
Square of Kevinfort,Famous Intersection,"-26.2946, -44.3466"
Парк д. Кедровый,Historic Site,"-28.7038, -141.3104"
Музей п. Иваново,Горнолыжный курорт,"63.6857, 37.6828"
Castle of South Christopherhaven,Beach,"-32.6292, -141.5569"
Square of East Cindyburgh,Public Park,"50.4205, -24.859"
Bridge of Kristenburgh,Beach,"-5.1004, 145.5274"
Park of Lake Sara,Mountain Peak,"-8.6625, -139.5625"
Lake of Taylorburgh,Beach,"-24.0637, -32.8382"
Замок к. Якутск,Музей,"-41.9156, -47.3853"
Lake of Alexismouth,Парк,"-48.4513, 76.285"
Озеро ст. Каменномостский,Достопримечательность,"64.9042, -108.296"
Museum of Lake Denisebury,Nature Reserve,"-24.424, -163.2559"
Park of Tonyshire,Достопримечательность,"15.6479, 50.274"
Замок ст. Вязьма,Famous Intersection,"53.089, -44.1212"
Castle of Tylerburgh,Mountain Peak,"-13.316, 105.7554"
Museum of North Robertville,Nature Reserve,"40.3602, 132.9936"
Park of Maciasstad,Beach,"67.6716, -55.3211"
Гора г. Добрянка,Historic Site,"-16.7169, 47.1664"
Castle of Jamesborough,Горнолыжный курорт,"-32.1751, -149.6542"
Замок к. Шереметьево,Landmark,"2.5521, -91.7277"
Площадь к. Верхний Баскунчак,Достопримечательность,"6.5675, 124.6245"
Park of East Jamie,Парк,"0.2243, 95.3618"
Castle of North Lisa,Природный объект,"-29.3455, 92.7663"
Озеро к. Уварово,Музей,"-41.2997, -145.6115"
Square of Steveborough,Храм,"27.1999, -23.2395"
Square of Lake Kendraside,Mountain Peak,"-15.4459, 17.4906"
Museum of Chamberston,Достопримечательность,"-16.5682, 19.3461"
Парк с. Балашов,Достопримечательность,"0.8335, -47.9502"
Lake of West Manuelborough,Museum,"30.3126, -15.2446"
Castle of South Robertmouth,Пляж,"3.4765, -58.5127"
Museum of Lake Joy,Парк,"24.9999, 23.2603"
Bridge of Port Michael,Парк,"53.8436, 127.6477"
Bridge of West Daleview,Museum,"-49.2026, 33.1563"
Замок к. Тарко-Сале,Public Park,"-23.353, 32.6436"
Castle of Zacharymouth,Famous Intersection,"-59.62, 97.5636"
Музей с. Тихорецк,Горнолыжный курорт,"-31.5833, -9.6133"
Гора к. Псков,Museum,"29.909, 159.7542"
Гора ст. Усинск,Historic Site,"4.2142, -12.997"
Озеро клх Гремячинск (Перм.),Beach,"7.9538, 3.1841"
Park of East Mariamouth,Museum,"22.8257, 41.7415"
Музей д. Ногинск (Моск.),Famous Intersection,"22.168, 9.5232"
Lake of West Robert,Природный объект,"26.1329, 95.4586"
Музей д. Джейрах,Public Park,"-1.8542, -136.4248"
Парк г. Ялуторовск,Historic Site,"-40.2363, 2.2985"
Castle of North Kelly,Famous Intersection,"34.5619, -148.3691"
Гора с. Щельяюр,Достопримечательность,"18.5125, -91.5856"
Park of Port Ricky,Музей,"-43.5726, -26.1479"
Castle of Andrewhaven,Храм,"-20.2921, 36.2192"
Парк п. Кизилюрт,Достопримечательность,"-12.8357, 24.6033"
Замок ст. Сургут (Хант.),Достопримечательность,"35.6687, -24.7677"
Lake of Johnsonhaven,Nature Reserve,"-41.1897, -83.025"
Castle of Henryborough,Beach,"-32.4479, 10.0643"
Bridge of Lake Jennifer,Famous Intersection,"69.8723, -106.7855"
Square of New Brandon,Nature Reserve,"-62.7203, -151.5191"
Square of West Jamesview,Public Park,"-1.65, 168.3868"
Гора к. Сергиев Посад,Mountain Peak,"-31.6527, -63.4948"
Музей ст. Алагир,Пляж,"-57.119, -125.2451"
Озеро г. Троицк (Моск.),Famous Intersection,"-47.3405, 24.2956"
Парк к. Верещагино (Перм.),Nature Reserve,"-11.8664, -112.3191"
Замок г. Верхнее Пенжино,Храм,"-40.455, 163.8304"
Площадь г. Бугульма,Музей,"46.873, -1.537"
Площадь п. Волгоград,Достопримечательность,"-11.2681, -121.1035"
Музей г. Баксан,Mountain Peak,"-23.1716, 74.7911"
Bridge of Sanchezmouth,Public Park,"45.8301, -166.681"
Park of New Albertton,Mountain Peak,"-36.5026, 94.2138"
Park of East Alecborough,Museum,"-66.0047, -137.8686"
Bridge of Francisbury,Famous Intersection,"2.4729, 144.9237"
Castle of Kaylafurt,Достопримечательность,"21.2708, -74.449"
Bridge of Kennethshire,Горнолыжный курорт,"17.1698, 135.5091"
Lake of Scottberg,Famous Intersection,"41.0059, -45.2151"
Музей клх Сасово,Исторический район,"-5.394, -60.8888"
Museum of Josephland,Beach,"-1.0728, 2.3928"
Площадь д. Кежма,Природный объект,"39.0522, 106.6512"
Музей к. Бронницы,Museum,"-5.1467, -115.5816"
Museum of New Jeremy,Исторический район,"57.5887, -63.8784"
Museum of North Andrewview,Mountain Peak,"-22.9927, 45.4121"
Park of Ashleyburgh,Public Park,"62.2996, -91.8549"
Lake of Ericamouth,Famous Intersection,"-3.8478, -51.1407"
Lake of Stanleymouth,Храм,"-31.1455, 39.3244"
Square of Harrisfort,Храм,"-50.6223, -102.6203"
Замок г. Хоста,Исторический район,"64.945, 44.1017"
Museum of West Brent,Достопримечательность,"-32.455, -48.7082"
Замок г. Семлячики,Музей,"-34.7475, -110.122"
Озеро клх Пышма,Museum,"2.7999, 67.7852"
Museum of North Michael,Достопримечательность,"62.8313, -33.6606"
Museum of Tamaraton,Парк,"-57.5066, -162.4065"
Парк п. Новороссийка,Природный объект,"-57.0552, -64.2169"
Озеро п. Железногорск(Курск.),Природный объект,"-1.0008, -163.9954"
Castle of New Eric,Beach,"53.6219, 40.526"
Гора с. Галич,Музей,"-1.5121, 129.8487"
Озеро д. Киров (Вятка),Природный объект,"-47.3888, 169.6537"
Музей к. Армавир,Nature Reserve,"-50.5252, 9.971"
Гора ст. Кяхта,Исторический район,"1.7016, 34.3064"
Castle of North Matthewside,Исторический район,"51.1483, -99.0457"
Park of Lake Brandyland,Музей,"-59.6874, -140.1886"
Lake of Clarkton,Beach,"-16.7962, -41.7095"
Музей ст. Ряжск,Public Park,"-47.2962, -99.9476"
Bridge of East Kimberlyport,Пляж,"-18.08, 160.029"
Гора ст. Бирск,Historic Site,"64.7882, -93.3956"
Замок д. Токма,Museum,"30.5086, 165.1692"
Bridge of East Belinda,Historic Site,"1.7286, 91.2381"
Museum of Hernandeztown,Достопримечательность,"23.4384, 2.8087"
Park of Lake Jodistad,Храм,"66.7149, -38.7507"
Park of Port Donna,Nature Reserve,"1.8586, 26.8985"
Озеро с. Санкт-Петербург,Парк,"-59.2055, 162.7718"
Озеро г. Миасс,Historic Site,"15.416, -55.7087"
Castle of East Jamesville,Достопримечательность,"-50.2303, 118.4996"
Museum of West Sabrina,Музей,"46.1698, -19.8767"
Замок г. Шуя,Природный объект,"22.2681, 44.7585"
Square of Cuevasfurt,Public Park,"19.6627, -32.7039"
Bridge of Johnstonmouth,Природный объект,"-6.1266, 45.1551"
Музей клх Ступино,Горнолыжный курорт,"53.1487, 164.2721"
Castle of Edwardstown,Landmark,"-58.0013, -24.578"
Museum of Bakertown,Исторический район,"55.8265, 77.9582"
Castle of Harrisport,Достопримечательность,"-36.7969, -21.3552"
Гора ст. Барнаул,Famous Intersection,"-22.2203, 138.8801"
Bridge of Huntbury,Достопримечательность,"-2.0744, 17.9649"
Museum of New Paulshire,Landmark,"49.0917, -57.4697"
Bridge of Melindaberg,Nature Reserve,"-9.0206, -55.0467"
Музей к. Уэлен,Famous Intersection,"14.9537, -134.5223"
Lake of Port Laura,Парк,"-44.7798, -45.1275"
Lake of Loganland,Горнолыжный курорт,"0.0282, 112.9382"
Museum of Sheltonborough,Landmark,"-60.9091, 51.0091"
Castle of Christophertown,Храм,"15.7804, -139.623"
Озеро к. Оха,Public Park,"-53.0224, -45.6312"
Bridge of West Dennis,Famous Intersection,"-38.0594, -16.021"
Музей д. Апрелевка,Пляж,"-36.3962, 156.6156"
Museum of Waltersshire,Famous Intersection,"61.7091, 50.0798"
Парк с. Орел,Пляж,"1.5698, -100.0685"
Площадь с. Чайковский,Горнолыжный курорт,"46.9268, 135.4533"
Bridge of East Donna,Музей,"18.2459, -160.7856"
Museum of West Stephanie,Музей,"28.2323, 42.5568"
Castle of North Joseph,Famous Intersection,"-5.9408, 46.3165"
Lake of East Timothy,Historic Site,"49.7864, 119.2058"
Square of Marybury,Парк,"43.559, 55.2744"
Замок д. Ейск,Пляж,"58.071, -161.2336"
Lake of New Aaron,Природный объект,"-55.7927, -84.123"
Музей п. Сладково,Landmark,"49.9791, -156.0561"
Lake of Acevedoshire,Nature Reserve,"-31.4807, 119.5378"
Парк ст. Усолье Сибирское,Museum,"5.2957, -127.3434"
Park of Juliestad,Public Park,"-10.0115, -120.5354"
Озеро к. Касимов,Public Park,"25.635, 12.1023"
Park of New Abigailfurt,Музей,"8.8362, 113.8857"
Bridge of Paulborough,Famous Intersection,"66.3327, -33.9412"
Square of Cohenside,Горнолыжный курорт,"-48.8366, -35.5267"
Bridge of New Martin,Public Park,"19.1538, -59.2164"
Lake of Griffinville,Пляж,"-33.783, -2.4143"
Park of East Donna,Public Park,"48.4228, -94.4933"
Park of Snowville,Nature Reserve,"-14.0986, -48.2547"
Square of North Jonathanfurt,Public Park,"64.0402, 9.9168"
Castle of West Brettbury,Famous Intersection,"11.3741, -93.8422"
Lake of Lake Jane,Museum,"-31.5393, -152.8164"
Park of Lake Patriciaborough,Nature Reserve,"-7.0723, 74.0673"
Museum of Keithport,Museum,"25.7368, 149.2023"
Музей д. Егорьевск,Beach,"34.7348, -46.6767"
Square of Lisachester,Пляж,"12.1958, 166.3322"
Гора г. Липецк,Museum,"-18.4307, 10.987"
Castle of Lucashaven,Парк,"39.2033, -118.3685"
Парк клх Тулпан,Beach,"-64.9818, 9.8761"
Замок п. Радужный,Landmark,"11.4321, -41.3298"
Музей к. Калач-на-Дону,Пляж,"47.1718, -140.7568"
Bridge of Glennland,Исторический район,"-15.5847, 138.3801"
Парк ст. Щельяюр,Достопримечательность,"66.0424, 33.8174"
Castle of North Bryan,Достопримечательность,"-63.8101, -115.9188"
Озеро ст. Малоярославец,Природный объект,"17.1952, 22.4835"
Lake of Lake Robertton,Public Park,"65.9077, 150.6425"
Castle of South Kathytown,Парк,"-27.9912, 147.9222"
Площадь к. Рыбинск,Достопримечательность,"-7.5185, -116.1814"
Square of Anafurt,Beach,"-29.9231, -146.3575"
Музей г. Балашов,Парк,"-48.3556, 108.7144"
Square of Christopherville,Горнолыжный курорт,"67.2179, -163.0186"
Bridge of Garciaport,Nature Reserve,"-68.0613, 148.2086"
Park of Edwardbury,Горнолыжный курорт,"11.9531, -145.5692"
Museum of Timothyton,Природный объект,"-12.1888, -154.1173"
Lake of New Wendymouth,Mountain Peak,"33.1233, -110.0409"
Площадь ст. Мытищи,Горнолыжный курорт,"-38.8019, -107.206"
Bridge of Mcknightfort,Mountain Peak,"-26.549, 99.7487"
Museum of North Matthew,Historic Site,"47.101, 166.8072"
Museum of Jameschester,Достопримечательность,"57.6427, -33.7459"
Замок к. Ярославль,Historic Site,"43.2981, 104.3417"
Museum of North Amyton,Природный объект,"-7.2402, -45.2523"
Castle of Lake Mia,Природный объект,"20.4557, 28.6927"
Castle of Evanstown,Beach,"-26.1246, -12.6733"
Lake of Lake Kathleen,Храм,"-53.1124, 48.4534"
Castle of Smithtown,Природный объект,"33.0638, 46.1197"
Castle of Port Adamborough,Музей,"49.832, -17.8276"
Bridge of Cherylport,Beach,"-29.6546, -40.727"
Парк г. Нязепетровск,Достопримечательность,"26.9869, -25.577"
Park of Boothport,Исторический район,"-5.9266, -83.4501"
Square of South Coreymouth,Famous Intersection,"19.9711, 100.7985"
Гора г. Чокурдах,Famous Intersection,"-31.323, -51.7367"
Museum of East Zacharyport,Музей,"52.3953, -32.1803"
Площадь д. Североуральск,Museum,"2.9597, 82.8469"
Square of Abigailshire,Beach,"61.487, 9.7791"
Lake of New Amandabury,Public Park,"-52.6623, 168.9706"
Замок клх Далматово,Mountain Peak,"-11.709, -139.8826"
Park of Stephaniemouth,Nature Reserve,"6.5992, -169.6187"
Замок ст. Уварово,Храм,"-12.3741, -4.9736"
Bridge of Williamhaven,Пляж,"-50.7958, -88.7723"
Square of Stephenton,Museum,"-56.8033, 110.4411"
Замок п. Ишим,Горнолыжный курорт,"-44.1792, -30.0081"
Square of East Jessica,Historic Site,"-43.0475, -56.6889"
Museum of Jamesshire,Landmark,"43.356, -15.9731"
Castle of South Meagantown,Nature Reserve,"-64.4434, 136.0813"
Square of Port Melanie,Достопримечательность,"1.7263, 92.36"
Lake of Johnton,Достопримечательность,"42.7227, 165.2585"
Музей ст. Витим,Famous Intersection,"42.1923, -139.4017"
Музей п. Губкин,Горнолыжный курорт,"-69.3432, 4.8916"
Замок г. Ставрополь,Горнолыжный курорт,"-40.9517, -89.2403"
Гора к. Печора,Горнолыжный курорт,"22.7641, 43.6319"
Museum of Edwardsmouth,Famous Intersection,"53.4373, -42.8605"
Музей п. Лянтор,Landmark,"-31.0769, -57.1942"
Замок ст. Дербент,Beach,"15.0556, -7.236"
Гора ст. Междуреченский,Nature Reserve,"42.3721, 77.0373"
